movie_name,director,cast_name,country_name,subgenre_name
Stalker,Andrey Tarkovskiy,"Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn",Soviet Union,"Art film
"
Star Trek: The Motion Picture,Robert Wise,"William Shatner, Leonard Nimoy, DeForest Kelley",United States,"
"
Supersonic Man,Juan Piquer Simón,"Antonio Cantafora, Cameron Mitchell, Diana Polakov",Spain,"
"
The Thing in the Castle,Gottfried Kolditz,"Erwin Geschonneck, Vlastimil Brodský, Jaecki Schwarz",East Germany,"German title: Das Ding im Schloß[80][81][82][83][84]
"
Thirst,Rod Hardy,"Chantal Contouri, Shirley Cameron, Max Phipps",Australia,"Horror
"
Time After Time,Nicholas Meyer,"Malcolm McDowell, Mary Steenburgen, David Warner",United States,"
"
Under the Constellation Gemini,Boris Ivchenko,"Vsevolod Gavrilov, Gennadiy Shkuratov, Boris Belov",Soviet Union,"
"
Unidentified Flying Oddball,Russ Mayberry,"Dennis Dugan, Jim Dale, Ron Moody",United KingdomUnited States,"
"
I viaggiatori della sera,Ugo Tognazzi,"Ugo Tognazzi, Ornella Vanoni, Roberta Paladini",ItalySpain,"
"
The Visitor,Giulio Paradisi,"Mel Ferrer, Glenn Ford, Lance Henriksen",ItalyUnited States,"
"
The Year of the Plague,Felipe Cazals,"Alejandro Parodi, José Carlos Ruiz, Rebeca Silva",Mexico,"
"
